Time,Force(grams),Force(kilograms),Force(newtons),Acceleration,Velocity
9886.0,0.39,0.00039,0.0038259,0.07729090909090909,253.12178181818228
9970.0,0.42,0.00041999999999999996,0.0041202,0.08323636363636364,253.20501818181864
10054.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,253.28032727272773
10138.0,0.37,0.00037,0.0036297,0.07332727272727273,253.35365454545502
10222.0,0.34,0.00034,0.0033354000000000005,0.0673818181818182,253.42103636363683
10306.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,253.49634545454592
10390.0,0.4,0.0004,0.003924,0.07927272727272727,253.57561818181864
10474.0,0.37,0.00037,0.0036297,0.07332727272727273,253.64894545454592
10558.0,0.36,0.00035999999999999997,0.0035315999999999998,0.07134545454545453,253.72029090909137
10642.0,0.36,0.00035999999999999997,0.0035315999999999998,0.07134545454545453,253.79163636363683
10726.0,0.35,0.00035,0.0034335000000000004,0.06936363636363636,253.86100000000047
10810.0,0.37,0.00037,0.0036297,0.07332727272727273,253.93432727272776
10894.0,0.36,0.00035999999999999997,0.0035315999999999998,0.07134545454545453,254.0056727272732
10978.0,0.35,0.00035,0.0034335000000000004,0.06936363636363636,254.07503636363685
11062.0,0.39,0.00039,0.0038259,0.07729090909090909,254.15232727272777
11146.0,0.4,0.0004,0.003924,0.07927272727272727,254.2316000000005
11230.0,0.36,0.00035999999999999997,0.0035315999999999998,0.07134545454545453,254.30294545454595
11314.0,0.35,0.00035,0.0034335000000000004,0.06936363636363636,254.3723090909096
11398.0,0.34,0.00034,0.0033354000000000005,0.0673818181818182,254.4396909090914
11482.0,0.35,0.00035,0.0034335000000000004,0.06936363636363636,254.50905454545506
11566.0,0.34,0.00034,0.0033354000000000005,0.0673818181818182,254.57643636363687
11651.0,0.33,0.00033,0.0032373000000000002,0.0654,254.64183636363688
11735.0,0.31,0.00031,0.0030411,0.061436363636363636,254.70327272727326
11819.0,0.31,0.00031,0.0030411,0.061436363636363636,254.76470909090963
11902.0,0.37,0.00037,0.0036297,0.07332727272727273,254.83803636363692
11986.0,0.39,0.00039,0.0038259,0.07729090909090909,254.91532727272784
12070.0,0.41,0.00041,0.0040221,0.08125454545454544,254.9965818181824
12154.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,255.07189090909148
12238.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,255.14720000000057
12322.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,255.22250909090965
12406.0,0.39,0.00039,0.0038259,0.07729090909090909,255.29980000000057
12490.0,0.41,0.00041,0.0040221,0.08125454545454544,255.38105454545513
12574.0,0.39,0.00039,0.0038259,0.07729090909090909,255.45834545454605
12658.0,0.41,0.00041,0.0040221,0.08125454545454544,255.5396000000006
12742.0,0.4,0.0004,0.003924,0.07927272727272727,255.61887272727333
12826.0,0.39,0.00039,0.0038259,0.07729090909090909,255.69616363636425
12910.0,0.39,0.00039,0.0038259,0.07729090909090909,255.77345454545517
12994.0,0.39,0.00039,0.0038259,0.07729090909090909,255.8507454545461
13078.0,0.39,0.00039,0.0038259,0.07729090909090909,255.928036363637
13162.0,0.36,0.00035999999999999997,0.0035315999999999998,0.07134545454545453,255.99938181818246
13246.0,0.34,0.00034,0.0033354000000000005,0.0673818181818182,256.06676363636427
13330.0,0.37,0.00037,0.0036297,0.07332727272727273,256.14009090909155
13414.0,0.41,0.00041,0.0040221,0.08125454545454544,256.2213454545461
13498.0,0.39,0.00039,0.0038259,0.07729090909090909,256.298636363637
13582.0,0.39,0.00039,0.0038259,0.07729090909090909,256.3759272727279
13666.0,0.43,0.00043,0.0042183,0.08521818181818182,256.46114545454606
13750.0,0.43,0.00043,0.0042183,0.08521818181818182,256.5463636363642
13834.0,0.39,0.00039,0.0038259,0.07729090909090909,256.6236545454551
13918.0,0.42,0.00041999999999999996,0.0041202,0.08323636363636364,256.7068909090915
14002.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,256.7822000000006
14086.0,0.36,0.00035999999999999997,0.0035315999999999998,0.07134545454545453,256.85354545454607
14170.0,0.39,0.00039,0.0038259,0.07729090909090909,256.93083636363696
14255.0,0.4,0.0004,0.003924,0.07927272727272727,257.0101090909097
14339.0,0.39,0.00039,0.0038259,0.07729090909090909,257.08740000000057
14422.0,0.32,0.00032,0.0031392000000000004,0.06341818181818182,257.15081818181875
14507.0,0.05,5e-05,0.0004905,0.009909090909090909,257.16072727272785
14590.0,0.17,0.00017,0.0016677000000000003,0.0336909090909091,257.1944181818188
14674.0,0.29,0.00029,0.0028449,0.05747272727272727,257.2518909090915
14758.0,0.36,0.00035999999999999997,0.0035315999999999998,0.07134545454545453,257.32323636363697
14842.0,0.27,0.00027,0.0026487000000000004,0.053509090909090916,257.37674545454604
14926.0,0.02,2e-05,0.00019620000000000003,0.003963636363636364,257.3807090909097
15010.0,0.19,0.00019,0.0018639000000000001,0.037654545454545454,257.41836363636423
15094.0,0.4,0.0004,0.003924,0.07927272727272727,257.49763636363696
15178.0,0.4,0.0004,0.003924,0.07927272727272727,257.5769090909097
15262.0,0.46,0.00046,0.0045126,0.09116363636363636,257.66807272727334
15346.0,0.47,0.00047,0.0046107,0.09314545454545453,257.7612181818188
15430.0,0.43,0.00043,0.0042183,0.08521818181818182,257.84643636363694
15514.0,0.45,0.00045,0.0044145,0.08918181818181818,257.93561818181877
15598.0,0.41,0.00041,0.0040221,0.08125454545454544,258.0168727272733
15682.0,0.41,0.00041,0.0040221,0.08125454545454544,258.0981272727279
15766.0,0.39,0.00039,0.0038259,0.07729090909090909,258.17541818181877
15850.0,0.42,0.00041999999999999996,0.0041202,0.08323636363636364,258.25865454545516
15934.0,0.4,0.0004,0.003924,0.07927272727272727,258.3379272727279
16018.0,0.4,0.0004,0.003924,0.07927272727272727,258.4172000000006
16102.0,0.43,0.00043,0.0042183,0.08521818181818182,258.50241818181877
16186.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,258.5777272727279
16270.0,0.43,0.00043,0.0042183,0.08521818181818182,258.66294545454605
16354.0,0.43,0.00043,0.0042183,0.08521818181818182,258.7481636363642
16438.0,0.4,0.0004,0.003924,0.07927272727272727,258.82743636363693
16522.0,0.37,0.00037,0.0036297,0.07332727272727273,258.9007636363642
16606.0,0.43,0.00043,0.0042183,0.08521818181818182,258.9859818181824
16690.0,0.47,0.00047,0.0046107,0.09314545454545453,259.0791272727278
16774.0,0.42,0.00041999999999999996,0.0041202,0.08323636363636364,259.1623636363642
16858.0,0.43,0.00043,0.0042183,0.08521818181818182,259.24758181818237
16942.0,0.47,0.00047,0.0046107,0.09314545454545453,259.3407272727278
17026.0,0.47,0.00047,0.0046107,0.09314545454545453,259.43387272727324
17111.0,0.41,0.00041,0.0040221,0.08125454545454544,259.5151272727278
17195.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,259.5904363636369
17278.0,0.42,0.00041999999999999996,0.0041202,0.08323636363636364,259.6736727272733
17362.0,0.43,0.00043,0.0042183,0.08521818181818182,259.75889090909146
17446.0,0.44,0.00044,0.004316400000000001,0.08720000000000001,259.84609090909146
17530.0,0.44,0.00044,0.004316400000000001,0.08720000000000001,259.93329090909145
17614.0,0.47,0.00047,0.0046107,0.09314545454545453,260.0264363636369
17698.0,0.51,0.00051,0.005003100000000001,0.10107272727272729,260.1275090909096
17782.0,0.45,0.00045,0.0044145,0.08918181818181818,260.2166909090914
17866.0,0.42,0.00041999999999999996,0.0041202,0.08323636363636364,260.2999272727278
17950.0,0.44,0.00044,0.004316400000000001,0.08720000000000001,260.3871272727278
18034.0,0.43,0.00043,0.0042183,0.08521818181818182,260.472345454546
18118.0,0.44,0.00044,0.004316400000000001,0.08720000000000001,260.55954545454597
18202.0,0.41,0.00041,0.0040221,0.08125454545454544,260.6408000000005
18286.0,0.45,0.00045,0.0044145,0.08918181818181818,260.72998181818235
18370.0,0.43,0.00043,0.0042183,0.08521818181818182,260.8152000000005
18454.0,0.47,0.00047,0.0046107,0.09314545454545453,260.90834545454595
18538.0,0.43,0.00043,0.0042183,0.08521818181818182,260.9935636363641
18622.0,0.45,0.00045,0.0044145,0.08918181818181818,261.08274545454594
18706.0,0.46,0.00046,0.0045126,0.09116363636363636,261.1739090909096
18790.0,0.42,0.00041999999999999996,0.0041202,0.08323636363636364,261.257145454546
18874.0,0.41,0.00041,0.0040221,0.08125454545454544,261.33840000000055
18958.0,0.38,0.00038,0.0037278000000000003,0.07530909090909091,261.41370909090966
